CNPJ_CIA;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CONST;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CD_CVM;SETOR_ATIV;TP_MERC;CATEG_REG;DT_INI_CATEG;SIT_EMISSOR;DT_INI_SIT_EMISSOR;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;PAIS;CEP;DDD_TEL;TEL;DDD_FAX;FAX;EMAIL;TP_RESP;RESP;DT_INI_RESP;LOGRADOURO_RESP;COMPL_RESP;BAIRRO_RESP;MUN_RESP;UF_RESP;PAIS_RESP;CEP_RESP;DDD_TEL_RESP;TEL_RESP;DDD_FAX_RESP;FAX_RESP;EMAIL_RESP;CNPJ_AUDITOR;AUDITOR
08.262.121/0001-13;ALUBAR METAIS E CABOS S.A.;;2024-01-29;2006-08-31;;;ATIVO;2024-01-29;27430;Metalurgia e Siderurgia;;Categoria B;2023-10-26;FASE OPERACIONAL;2023-10-26;PRIVADO;SEDE;Rodovia PA 481;s/n, Km 2,3;Centro;BARCARENA;PA;BRASIL;68447000;91;33227615;;;ri.alubar@alubar.net;DIRETOR DE RELAÇÕES COM INVESTIDORES;Fabio Monte de Camargo;2023-04-26;Av. Juscelino Kubitschek, 1327;6º andar;Itaim Bibi;SÃO PAULO;SP;;4543011;91;33227615;;;ri.alubar@alubar.net;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
08.364.948/0001-38;ALUPAR INVESTIMENTO S/A;ALUPAR INVESTIMENTO S/A;2008-06-18;2006-09-27;;;ATIVO;2008-06-18;21490;Emp. Adm. Part. - Energia Elétrica;BOLSA;Categoria A;2012-10-04;FASE OPERACIONAL;2008-06-18;PRIVADO;SEDE;Rua Gomes de Carvalho, nº 1996;16 andar;Vila Olímpia;SÃO PAULO;SP;BRASIL;4547905;11;45712400;11;30459602;;DIRETOR DE RELAÇÕES COM INVESTIDORES;LUIZ EDUARDO MUNIZ COIMBRA;2024-10-09;Rua Gomes de Carvalho, nº 1996;16 andar;Vila Olímpia;SÃO PAULO;;;4547006;11;45712400;;;ri@alupar.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
42.233.757/0001-75;ALVAREZ & MARSAL INVESTIMENTOS I S.A.;ALVAREZ & MARSAL INVESTIMENTOS I S.A.;2021-11-30;2021-06-08;;;ATIVO;2021-11-30;26433;Emp. Adm. Part. - Sem Setor Principal;;Categoria A;2021-11-30;FASE PRÉ-OPERACIONAL;2021-07-06;PRIVADO;SEDE;Rua Surubim, nº 373;3º andar;Cidade Monções;SÃO PAULO;SP;BRASIL;4571050;11;55064059;;;ri.aminvest1@alvarezandmarsal.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Henrique Oliva Biscolla;2022-07-28;Rua Surubim, nº 373;3º andar;Cidade Monções;SÃO PAULO;SP;;4571050;11;55064059;;;hbiscolla@alvarezandmarsal.com;54.080.721/0001-88;CLA - CLIFTON LARSON ALLEN BRASIL AUDITORES INDEPENDENTES S/S LTDA
07.526.557/0001-00;AMBEV S.A.;AMBEV S.A;2013-10-30;2005-07-08;;;ATIVO;2013-10-30;23264;Bebidas e Fumo;BALCÃO ORGANIZADO;Categoria A;2013-10-30;FASE OPERACIONAL;2013-04-08;ESTRANGEIRO HOLDING;SEDE;Rua Dr. Renato Paes de Barros, 1.017;4º andar;Itaim Bibi;SÃO PAULO;SP;BRASIL;4530001;11;21221414;11;21221529;ri@ambev.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;GUILHERME FLEURY DE FIGUEIREDO FERRAZ PAROLARI;2025-04-01;RUA DR. RENATO PAES DE BARROS, 1.017;4º ANDAR;ITAIM BIBI;SÃO PAULO;SP;;4530001;11;21221414;0;0;ri@ambev.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
07.526.557/0001-00;AMBEV S.A.;AMBEV S.A;2013-10-30;2005-07-08;;;ATIVO;2013-10-30;23264;Bebidas e Fumo;BOLSA;Categoria A;2013-10-30;FASE OPERACIONAL;2013-04-08;ESTRANGEIRO HOLDING;SEDE;Rua Dr. Renato Paes de Barros, 1.017;4º andar;Itaim Bibi;SÃO PAULO;SP;BRASIL;4530001;11;21221414;11;21221529;ri@ambev.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;GUILHERME FLEURY DE FIGUEIREDO FERRAZ PAROLARI;2025-04-01;RUA DR. RENATO PAES DE BARROS, 1.017;4º ANDAR;ITAIM BIBI;SÃO PAULO;SP;;4530001;11;21221414;0;0;ri@ambev.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
12.648.266/0001-24;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2020-05-15;2010-08-16;;;ATIVO;2020-05-15;24961;Saneamento, Serv. Água e Gás;BALCÃO ORGANIZADO;Categoria A;2020-05-15;FASE OPERACIONAL;2020-02-20;PRIVADO;SEDE;Avenida Pacaembu;1.088;Pacaembu;SÃO PAULO;SP;BRASIL;1234000;11;34295000;11;34295000;ri@ambipar.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Renato Ferreira dos Santos;2026-02-20;Avenida Pacaembu,1088;;Pacaembu;SÃO PAULO;SP;;1234000;11;34295000;;;ri@ambipar.com;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
12.648.266/0001-24;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2020-05-15;2010-08-16;;;ATIVO;2020-05-15;24961;Saneamento, Serv. Água e Gás;BOLSA;Categoria A;2020-05-15;FASE OPERACIONAL;2020-02-20;PRIVADO;SEDE;Avenida Pacaembu;1.088;Pacaembu;SÃO PAULO;SP;BRASIL;1234000;11;34295000;11;34295000;ri@ambipar.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Renato Ferreira dos Santos;2026-02-20;Avenida Pacaembu,1088;;Pacaembu;SÃO PAULO;SP;;1234000;11;34295000;;;ri@ambipar.com;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
00.776.574/0001-56;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2007-07-26;2006-12-13;;;ATIVO;2007-07-26;20990;Comércio (Atacado e Varejo);BALCÃO ORGANIZADO;Categoria A;2010-01-01;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;2023-01-19;PRIVADO;SEDE;Rua Sacadura Cabral, 102;Parte;Saúde;RIO DE JANEIRO;RJ;BRASIL;20081902;21;22066301;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;SEBASTIEN DURCHON;2025-12-01;RUA SACADURA CABRAL, 102;PARTE;SAÚDE;RIO DE JANEIRO;RJ;;20081902;21;22066301;0;0;ri@americanas.io;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
00.776.574/0001-56;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2007-07-26;2006-12-13;;;ATIVO;2007-07-26;20990;Comércio (Atacado e Varejo);BOLSA;Categoria A;2010-01-01;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;2023-01-19;PRIVADO;SEDE;Rua Sacadura Cabral, 102;Parte;Saúde;RIO DE JANEIRO;RJ;BRASIL;20081902;21;22066301;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;SEBASTIEN DURCHON;2025-12-01;RUA SACADURA CABRAL, 102;PARTE;SAÚDE;RIO DE JANEIRO;RJ;;20081902;21;22066301;0;0;ri@americanas.io;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
33.050.071/0001-58;AMPLA ENERGIA E SERVIÇOS S.A.;AMPLA;1969-08-15;1909-06-01;;;ATIVO;1969-08-15;3050;Energia Elétrica;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1969-08-15;ESTRANGEIRO;SEDE;Avenida Oscar Niemeyer 2000;bl 01, sl 701;Santo Cristo;RIO DE JANEIRO;RJ;BRASIL;20220297;21;26137000;21;26137161;brasil.investorrelations@enel.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Michelle Rodrigues Nogueira;2025-04-26;Av Niemeyer, 2000;Bloco 01 - Sala 701;Santo Cristo;RIO DE JANEIRO;RJ;;20220297;21;996356495;;;brasil.investorrelations@enel.com;07.326.840/0001-98;FORVIS MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.
09.288.252/0001-32;ANIMA HOLDING S/A;;2013-10-24;2007-10-05;;;ATIVO;2013-10-24;23248;Educação;BOLSA;Categoria A;2013-10-24;FASE OPERACIONAL;2013-09-03;PRIVADO HOLDING;SEDE;Rua Harmonia, 1250;9° andar;Sumarezinho;SÃO PAULO;SP;BRASIL;5435001;11;43022611;11;43022680;ri@animaeducacao.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Átila Simões da Cunha;2025-02-25;Rua Harmonia, 1.250;9º Andar;Sumarezinho;SÃO PAULO;;;5435001;11;43022611;;;ri@animaeducacao.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
14.127.813/0001-51;ARANDU INVESTIMENTOS S.A.;GETNINJAS S.A.;2021-05-13;2011-07-25;;;ATIVO;2021-05-13;25887;Emp. Adm. Part. - Intermediação Financeira;BOLSA;Categoria A;2021-05-13;FASE OPERACIONAL;2021-02-26;PRIVADO;SEDE;Rua Dr. Fernandes Coelho, nº 85;3º andar;Pinheiros;SÃO PAULO;SP;BRASIL;5423040;11;30322978;;;ri@reag.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Dario Graziato Tanure;2024-08-02;Alameda Gabriel Monteiro da Silva 2345;;Itaim Bibi;SÃO PAULO;;;1441002;11;35046888;;;ri@reag.com.br;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES LTDA.
24.624.551/0001-94;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2017-04-24;2016-03-23;;;ATIVO;2017-04-24;24120;Emp. Adm. Part. - Energia Elétrica;BALCÃO ORGANIZADO;Categoria B;2017-04-24;FASE OPERACIONAL;2017-04-24;PRIVADO HOLDING;SEDE;Rua Tabapuã, 841;5º ANDAR CJ 51;ITAIM BIBI;SÃO PAULO;SP;BRASIL;4533013;11;38108760;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;Simone Aparecida Borsato;2023-10-02;Rua Tabapuã, 841;;Itaim Bibi;SÃO PAULO;;;4533013;11;956363796;;;ri@argoenergia.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
24.624.490/0001-65;ARGO TRANSMISSÃO DE ENERGIA S.A.;ARGO TRANSMISSÃO DE ENERGIA S.A.;2017-09-22;2016-03-23;;;ATIVO;2017-09-22;24210;Energia Elétrica;BALCÃO ORGANIZADO;Categoria B;2017-09-22;FASE OPERACIONAL;2019-09-07;PRIVADO;SEDE;Rua Tabapuã, 841;5º ANDAR CJ 51;ITAIM;SÃO PAULO;SP;BRASIL;4533013;11;38108760;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;Simone Aparecida Borsato;2023-10-02;Rua Tabapuã, 841;;Itaim Bibi;SÃO PAULO;;;4533013;11;38108764;;;ri@argoenergia.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
20.514.590/0001-88;ARGO V TRANSMISSAO DE ENERGIA S.A.;ODOYÁ TRANSMISSORA DE ENERGIA S.A;2022-03-21;2014-06-27;;;ATIVO;2022-03-21;26662;Energia Elétrica;BALCÃO ORGANIZADO;Categoria B;2022-03-21;FASE OPERACIONAL;2021-12-24;PRIVADO HOLDING;SEDE;RUA TAPABUÃ, 841 - 5º ANDAR CONJ 51;;Itaim Bibi;SÃO PAULO;SP;BRASIL;4533013;11;25402571;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;Simone Aparecida Borsato;2023-10-02;Rua Tabapuã, 841;;Itaim Bibi;SÃO PAULO;;;4533013;11;38108764;;;ri@argoenergia.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
20.514.555/0001-69;ARGO VI TRANSMISSAO DE ENERGIA S.A.;ESPERANZA TRANSMISSORA DE ENERGIA S.A.;2022-03-21;2014-06-27;;;ATIVO;2022-03-21;26670;Energia Elétrica;BALCÃO ORGANIZADO;Categoria B;2022-03-21;FASE OPERACIONAL;2021-12-23;PRIVADO HOLDING;SEDE;Rua Tabapuã, 841 - Conj. 21- 2º andar - Itaim Bibi;;Itaim Bibi;SÃO PAULO;SP;BRASIL;4533013;11;25402571;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;Simone Aparecida Borsato;2023-10-02;Rua Tabapuã, 841;5º ANDAR CJ 51;ITAIM BIBI;SÃO PAULO;;;4533013;11;38108760;;;ri@argoenergia.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
00.242.184/0001-04;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;;2021-07-26;1994-10-05;;;ATIVO;2021-07-26;26069;Serviços Transporte e Logística;BALCÃO ORGANIZADO;Categoria A;2021-07-26;FASE OPERACIONAL;2021-05-10;PRIVADO;SEDE;Estrada das Palmeiras, nº 430;Galpão 01, sala 07;Pereiras;BARUERI;SP;BRASIL;6742508;11;40035511;;;ri@armac.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Marcos Antonio Pinheiro Filho;2025-01-02;Av. Marcos Penteado de Ulhôa Rodrigues, 939, Conj. 701 e 702;Torre II, Ed. Jatobá;Tamboré;BARUERI;SP;;6460040;11;46281681;;;ri@armac.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
00.242.184/0001-04;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;;2021-07-26;1994-10-05;;;ATIVO;2021-07-26;26069;Serviços Transporte e Logística;BOLSA;Categoria A;2021-07-26;FASE OPERACIONAL;2021-05-10;PRIVADO;SEDE;Estrada das Palmeiras, nº 430;Galpão 01, sala 07;Pereiras;BARUERI;SP;BRASIL;6742508;11;40035511;;;ri@armac.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Marcos Antonio Pinheiro Filho;2025-01-02;Av. Marcos Penteado de Ulhôa Rodrigues, 939, Conj. 701 e 702;Torre II, Ed. Jatobá;Tamboré;BARUERI;SP;;6460040;11;46281681;;;ri@armac.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
02.919.555/0001-67;ARTERIS S.A.;ARTERIS;2005-07-06;1998-11-09;;;ATIVO;2005-07-06;19771;Serviços Transporte e Logística;;Categoria B;2016-06-17;FASE OPERACIONAL;2005-07-06;ESTRANGEIRO;SEDE;Avenida Presidente Juscelino Kubtischeck 510;12 andar;Itaim Bibi;SÃO PAULO;SP;BRASIL;4543906;11;30742400;11;30742405;ri@arteris.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Nilton Leonardo Fernandes de Oliveira;2023-10-01;Avenida Presidente Juscelino Kubtischeck 510;12 andar;Itaim Bibi;SÃO PAULO;SP;;4543906;11;30742404;;;ri@arteris.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
09.359.927/0001-97;ASA BRANCA HOLDING S.A.;ASA BRANCA HOLDING S.A.;2021-12-20;2008-01-14;;;ATIVO;2021-12-20;26514;Emp. Adm. Part. - Energia Elétrica;;Categoria B;2021-12-20;FASE OPERACIONAL;2021-10-27;PRIVADO HOLDING;SEDE;Rua Campos Bicudo, 98;4º andar;Jardim Europa;SÃO PAULO;SP;BRASIL;4536010;11;23971450;;;ri@essentiaenergia.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Gabriel Marinho de Farias;2024-07-29;Rua Campos Bicudo, 98;4º andar;Jardim Europa;SÃO PAULO;;;4536010;11;23971450;;;ri@essentiaenergia.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
38.286.323/0001-66;ASSURUÁ 4 E 5 HOLDING ENERGIA S.A.;ASSURUÁ 4 E 5 HOLDING ENERGIA S.A.;2024-07-15;2020-06-04;;;ATIVO;2024-07-15;27545;Emp. Adm. Part. - Energia Elétrica;BALCÃO ORGANIZADO;Categoria B;2024-07-15;FASE OPERACIONAL;2024-05-17;PRIVADO HOLDING;SEDE;Av. Presidente Juscelino Kubitschek, nº 1830;1º andar, Bloco 1/2;Vila Nova Conceição;SÃO PAULO;SP;BRASIL;4543900;11;32549810;;;ri@srna.co;DIRETOR DE RELAÇÕES COM INVESTIDORES;Andrea Sztajn;2024-05-17;Av. Presidente Juscelino Kubitschek, nº 1830;1º andar, Bloco 1/2;Vila Nova Conceição;SÃO PAULO;SP;;4543900;11;32549810;;;ri@srna.co;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
23.994.857/0001-70;ATOM EDUCAÇÃO E EDITORA S.A.;ATOM EDUCAÇÃO E EDITORA S.A.;2024-10-18;2016-01-18;;;ATIVO;2024-10-18;27677;Educação;BOLSA;Categoria A;2024-07-26;FASE OPERACIONAL;2024-07-26;PRIVADO;SEDE;Rua Eulália Silva, 454;8º andar, Cj. 81;Jardim Faculdade;SOROCABA;SP;BRASIL;18030230;15;30316100;;;ri@atomeducacional.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;DANILO RODRIGO CISOTTO;2024-07-26;Rua Eulália Silva, 454;8º andar, Cj. 81;Jardim Faculdade;SOROCABA;SP;;18030230;15;30316100;;;ri@atomeducacional.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
08.213.823/0001-07;AURA ALMAS MINERAÇÃO S.A.;AURA ALMAS MINERAÇÃO S.A.;2022-01-06;2006-07-12;;;ATIVO;2022-01-06;26590;Emp. Adm. Part. - Extração Mineral;BALCÃO ORGANIZADO;Categoria B;2022-01-06;FASE OPERACIONAL;2024-07-03;PRIVADO;SEDE;Avenida das Nações Unidas, 14.261 Torre B;Escritório 26-126;Vila Gertrudes;SÃO PAULO;SP;BRASIL;4730090;11;21647340;;;ri@auraminerals.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Natasha Utescher;2024-01-30;Avenida das Nações Unidas, 14.261;Torre B 26-126;Vila Gertrudes;SÃO PAULO;SP;;4730090;11;21647340;;;ri@auraminerals.com;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
28.594.234/0001-23;AUREN ENERGIA S.A;AUREN ENERGIA S.A;2022-02-25;2017-08-01;;;ATIVO;2022-02-25;26620;Energia Elétrica;BALCÃO ORGANIZADO;Categoria A;2022-02-25;FASE OPERACIONAL;2021-12-10;PRIVADO;SEDE;Av. dra Ruth Cardoso, 8.501;2º andar, sala 11;Pinheiros;SÃO PAULO;SP;BRASIL;5425070;11;28742540;;;ri@aurenenergia.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Mateus Gomes Ferreira;2024-07-01;Av. Dra. Ruth Cardoso, n.º 8.501;2º andar, sala 11;Pinheiros;SÃO PAULO;SP;;5425070;11;30922956;;;ri@aurenenergia.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
28.594.234/0001-23;AUREN ENERGIA S.A;AUREN ENERGIA S.A;2022-02-25;2017-08-01;;;ATIVO;2022-02-25;26620;Energia Elétrica;BOLSA;Categoria A;2022-02-25;FASE OPERACIONAL;2021-12-10;PRIVADO;SEDE;Av. dra Ruth Cardoso, 8.501;2º andar, sala 11;Pinheiros;SÃO PAULO;SP;BRASIL;5425070;11;28742540;;;ri@aurenenergia.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Mateus Gomes Ferreira;2024-07-01;Av. Dra. Ruth Cardoso, n.º 8.501;2º andar, sala 11;Pinheiros;SÃO PAULO;SP;;5425070;11;30922956;;;ri@aurenenergia.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
00.194.724/0001-13;AUREN OPERAÇÕES S.A.;AUREN OPERAÇÕES S.A.;2021-08-17;1994-09-14;;;ATIVO;2021-08-17;26174;Emp. Adm. Part. - Energia Elétrica;BOLSA;Categoria A;2021-08-17;FASE OPERACIONAL;2021-11-30;PRIVADO HOLDING;SEDE;Rodovia Comandante João Ribeiro de Barros (SP-294);Km 343,5, Sala 07;Distrito Industrial;BAURU;SP;BRASIL;5425070;11;28742540;;;ri@aurenenergia.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Mateus Gomes Ferreira;2024-10-31;Av. das Nações Unidas, 8501;2º Andar;Pinheiros;SÃO PAULO;SP;;5425070;11;28742540;;;ri@aurenenergia.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
37.663.076/0001-07;AUREN PARTICIPAÇÕES S.A.;AUREN PARTICIPAÇÕES S.A.;2021-03-18;2020-03-20;;;ATIVO;2021-03-18;25640;Energia Elétrica;;Categoria B;2025-01-08;FASE OPERACIONAL;2020-12-18;PRIVADO HOLDING;SEDE;Avenida Dra. Ruth Cardoso;2º Andar;Pinheiros;SÃO PAULO;SP;BRASIL;5425070;11;28742540;;;ri@aurenenergia.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Mateus Gomes Ferreira;2024-10-31;Av. das Nações Unidas, 8501;2º Andar;Pinheiros;SÃO PAULO;SP;;5425070;11;28742540;;;ri@aurenenergia.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
35.654.688/0001-08;AUTOMOB PARTICIPAÇÕES S.A.;VAMOS COMÉRCIO DE MÁQUINAS LINHA AMARELA S.A.;2024-11-27;2019-11-28;;;ATIVO;2024-11-27;27707;Serviços Transporte e Logística;BOLSA;Categoria A;2024-09-24;FASE OPERACIONAL;2024-09-24;PRIVADO;SEDE;Avenida Ayrton Senna da Silva, S/N, Lotes B3 e B4;;Distrito Industrial;CUIABÁ;MT;BRASIL;78098282;11;31544000;;;ri@automob.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Sebastian Dario Los;2025-07-01;Avenida Ayrton Senna da Silva, S/N, Lotes B3 e B4;;Distrito Industrial;CUIABÁ;;;8098282;11;31544000;;;ri@automob.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
09.326.342/0001-70;AUTOPISTA FERNÃO DIAS SA;AUTOPISTA FERNÃO DIAS SA;2010-03-29;2007-12-19;;;ATIVO;2010-03-29;21989;Serviços Transporte e Logística;;Categoria B;2010-03-29;FASE OPERACIONAL;2010-03-29;PRIVADO HOLDING;SEDE;Rodovia Fernão Dias, BR 381 - KM 850 - Pista Norte;Prédio;Setor Industrial;POUSO ALEGRE;MG;BRASIL;37556338;35;34496600;31;34496661;planejamentofinanceiro.minassp@motiva.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Guilherme Motta Gomes;2026-04-02;Rodovia Fernão Dias - BR381, Km 850,5;Prédio;Setor Industrial;POUSO ALEGRE;MG;;37556338;35;34496600;;;planejamentofinanceiro.minassp@motiva.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
09.324.949/0001-11;AUTOPISTA FLUMINENSE SA;AUTOPISTA FLUMINENSE SA;2010-03-29;2007-12-19;;;ATIVO;2010-03-29;22004;Serviços Transporte e Logística;;Categoria B;2010-03-29;FASE OPERACIONAL;2010-03-29;PRIVADO HOLDING;SEDE;Rua XV de Novembro Nº 4 Bloco 2;902 e 903;Centro;NITERÓI;RJ;BRASIL;24020125;21;26079800;21;26079845;eduardo.diniz@arteris.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Nilton Leonardo Fernandes de Oliveira;2023-10-01;Avenida Jucelino Kubitschek, 510;12º Andar;Itaim Bibi;SÃO PAULO;SP;;4543906;11;30742404;;;ri@arteris.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
09.313.969/0001-97;AUTOPISTA LITORAL SUL;AUTOPISTA LITORAL SUL;2010-03-29;2007-12-19;;;ATIVO;2010-03-29;21997;Serviços Transporte e Logística;;Categoria B;2010-03-29;FASE OPERACIONAL;2010-03-29;PRIVADO HOLDING;SEDE;Francisco Munhoz Madrid, nº 625, Cond. Portal do Porto bl 4;Módulos 402.2 e 403;Roseira;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;83070152;47;31770700;47;31770701;autopistalitoralsul@arterisbr.onmicrosoft.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Nilton Leonardo Fernandes de Oliveira;2023-10-02;Av. Presidente Juscelino Kubitschek,510;12º Andar;Vila Nova Conceição;SÃO PAULO;PR;;4543906;11;30742404;;;ri@arteris.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
09.325.109/0001-73;AUTOPISTA PLANALTO SUL SA;AUTOPISTA PLANALTO SUL SA;2010-03-29;2009-10-26;;;ATIVO;2010-03-29;21970;Serviços Transporte e Logística;;Categoria B;2010-03-29;FASE OPERACIONAL;2010-03-29;PRIVADO HOLDING;SEDE;Rodovia Praça do Pedágio BR116 Km 204;Térreo Praça Pedágio;Roseira;RIO NEGRO;PR;BRASIL;83880000;41;30587500;47;36415325;ri@arteris.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Nilton Leonardo Fernandes de Oliveira;2023-10-01;Avenida Presidente Juscelino Kubitschek, nº 510;12º andar;Vila Nova Conceição;SÃO PAULO;SP;;4543900;11;30742404;;;ri@arteris.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
09.336.431/0001-06;AUTOPISTA REGIS BITTENCOURT SA;AUTOPISTA REGIS BITTENCOURT SA;2010-03-29;2007-12-19;;;ATIVO;2010-03-29;21962;Serviços Transporte e Logística;;Categoria B;2010-03-29;FASE OPERACIONAL;2010-03-29;PRIVADO HOLDING;SEDE;Rodovia SP 139;226;São Nicolau;REGISTRO;SP;BRASIL;11900000;41;30587500;11;40828676;ri@arteris.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Nilton Leonardo Fernandes de Oliveira;2023-10-01;Avenida Presidente Juscelino Kubtischeck 510;12 andar;Vila Nova Conceição;SÃO PAULO;SP;;4543906;11;30742404;;;ri@arteris.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
